model,sigma,seed,rho,ground_truth_h5ad,trained_h5ad
Decipher-VZ2,0.4,2,0.8511949302779269,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.4_seed2_decipher_vz2.h5ad
Decipher-VZ2,0.4,3,0.8877138558247547,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.4_seed3_decipher_vz2.h5ad
Decipher-VZ2,0.4,4,0.2687532081051191,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.4_seed4_decipher_vz2.h5ad
Decipher-VZ2,0.5,0,0.03884063396289269,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.5_seed0_decipher_vz2.h5ad
Decipher-VZ2,0.5,1,0.011209219422053184,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.5_seed1_decipher_vz2.h5ad
Decipher-VZ2,0.5,2,0.3880873142788949,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.5_seed2_decipher_vz2.h5ad
Decipher-VZ2,0.5,3,0.7990468773802131,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.5_seed3_decipher_vz2.h5ad
Decipher-VZ2,0.5,4,0.07875775311561892,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_vz2/sigma0.5_seed4_decipher_vz2.h5ad
Decipher-MF,0.2,0,0.9070547457723394,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.20.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.2_seed0_decipher_mf.h5ad
Decipher-MF,0.2,1,0.9266179212222648,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.20.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.2_seed1_decipher_mf.h5ad
Decipher-MF,0.2,2,0.931324543129621,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.20.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.2_seed2_decipher_mf.h5ad
Decipher-MF,0.2,3,0.918073134582251,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.20.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.2_seed3_decipher_mf.h5ad
Decipher-MF,0.2,4,0.9298363676137757,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.20.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.2_seed4_decipher_mf.h5ad
Decipher-MF,0.3,0,0.8831019209007979,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.30.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.3_seed0_decipher_mf.h5ad
Decipher-MF,0.3,1,0.8961844306251701,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.30.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.3_seed1_decipher_mf.h5ad
Decipher-MF,0.3,2,0.9295182133265875,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.30.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.3_seed2_decipher_mf.h5ad
Decipher-MF,0.3,3,0.8900176784044292,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.30.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.3_seed3_decipher_mf.h5ad
Decipher-MF,0.3,4,0.9236780059289257,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.30.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.3_seed4_decipher_mf.h5ad
Decipher-MF,0.4,0,0.24035753242586363,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.4_seed0_decipher_mf.h5ad
Decipher-MF,0.4,1,0.9120239703621865,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.4_seed1_decipher_mf.h5ad
Decipher-MF,0.4,2,0.9264299880926985,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.4_seed2_decipher_mf.h5ad
Decipher-MF,0.4,3,0.9195704433803975,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.4_seed3_decipher_mf.h5ad
Decipher-MF,0.4,4,0.9187352289633852,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.40.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.4_seed4_decipher_mf.h5ad
Decipher-MF,0.5,0,0.0012059497081664196,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.5_seed0_decipher_mf.h5ad
Decipher-MF,0.5,1,0.9149682183658643,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.5_seed1_decipher_mf.h5ad
Decipher-MF,0.5,2,0.9223467319251428,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.5_seed2_decipher_mf.h5ad
Decipher-MF,0.5,3,0.8959896095342001,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.5_seed3_decipher_mf.h5ad
Decipher-MF,0.5,4,0.885743386510649,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/0724_vz_sigma0.50.h5ad,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/6dz_bio_sigma_0.1/trained/decipher_mf/sigma0.5_seed4_decipher_mf.h5ad
